"year","county","fips","total_population"
2027,"Pender",37141,143642
2027,"Perquimans",37143,27896
2027,"Person",37145,79972
2027,"Pitt",37147,348622
2027,"Polk",37149,39240
2027,"Randolph",37151,298336
2027,"Richmond",37153,82742
2027,"Robeson",37155,237334
2027,"Rockingham",37157,184078
2027,"Rowan",37159,306422
2027,"Rutherford",37161,130084
2027,"Sampson",37163,117782
2027,"Scotland",37165,64954
2027,"Stanly",37167,127392
2027,"State",37000,22541036
2027,"Stokes",37169,91192
2027,"Surry",37171,142198
2027,"Swain",37173,29088
2027,"Transylvania",37175,68530
2027,"Tyrrell",37177,6068
2027,"Union",37179,549034
2027,"Vance",37181,82776
2027,"Wake",37183,2577960
2027,"Warren",37185,37898
2027,"Washington",37187,19536
2027,"Watauga",37189,110356
2027,"Wayne",37191,234392
2027,"Wilkes",37193,130450
2027,"Wilson",37195,152024
2027,"Yadkin",37197,74032
2027,"Yancey",37199,36750
2028,"Alamance",37001,377748
2028,"Alexander",37003,73442
2028,"Alleghany",37005,22404
2028,"Anson",37007,42452
2028,"Ashe",37009,53412
2028,"Avery",37011,35904
2028,"Beaufort",37013,86948
2028,"Bertie",37015,31496
2028,"Bladen",37017,57502
2028,"Brunswick",37019,364568
2028,"Buncombe",37021,583590
2028,"Burke",37023,175680
2028,"Cabarrus",37025,529718
2028,"Caldwell",37027,162474
2028,"Camden",37029,24016
2028,"Carteret",37031,142862
2028,"Caswell",37033,43526
2028,"Catawba",37035,338226
2028,"Chatham",37037,173652
2028,"Cherokee",37039,60892
2028,"Chowan",37041,27464
2028,"Clay",37043,24302
2028,"Cleveland",37045,210564
2028,"Columbus",37047,97344
2028,"Craven",37049,204912
2028,"Cumberland",37051,697930
2028,"Currituck",37053,77454
2028,"Dare",37055,81344
2028,"Davidson",37057,362368
2028,"Davie",37059,93116
2028,"Duplin",37061,97562
2028,"Durham",37063,720592
2028,"Edgecombe",37065,88436
2028,"Forsyth",37067,805658
2028,"Franklin",37069,174664
2028,"Gaston",37071,499458
2028,"Gates",37073,20150
2028,"Graham",37075,16200
2028,"Granville",37077,132830
2028,"Greene",37079,40240
2028,"Guilford",37081,1134152
2028,"Halifax",37083,90458
2028,"Harnett",37085,308878
2028,"Haywood",37087,130508
2028,"Henderson",37089,246932
2028,"Hertford",37091,37302
2028,"Hoke",37093,123600
2028,"Hyde",37095,8450
2028,"Iredell",37097,445374
2028,"Jackson",37099,90250
2028,"Johnston",37101,544736
2028,"Jones",37103,18388
2028,"Lee",37105,138894
2028,"Lenoir",37107,105822
2028,"Lincoln",37109,197662
2028,"Macon",37113,78950
2028,"Madison",37115,43954
2028,"Martin",37117,40724
2028,"McDowell",37111,89548
2028,"Mecklenburg",37119,2524734
2028,"Mitchell",37121,29314
2028,"Montgomery",37123,51468
2028,"Moore",37125,237826
2028,"Nash",37127,190748
2028,"New Hanover",37129,506444
2028,"Northampton",37131,32112
2028,"Onslow",37133,448272
2028,"Orange",37135,316776
2028,"Pamlico",37137,24172
2028,"Pasquotank",37139,82502
2028,"Pender",37141,145684
2028,"Perquimans",37143,27992
2028,"Person",37145,80092
2028,"Pitt",37147,350938
2028,"Polk",37149,39252
2028,"Randolph",37151,299688
2028,"Richmond",37153,82354
2028,"Robeson",37155,237832
2028,"Rockingham",37157,184080
2028,"Rowan",37159,307864
2028,"Rutherford",37161,130426
2028,"Sampson",37163,117758
2028,"Scotland",37165,64690
2028,"Stanly",37167,127790
2028,"State",37000,22775432
2028,"Stokes",37169,91298
2028,"Surry",37171,142110
2028,"Swain",37173,29160
2028,"Transylvania",37175,68856
2028,"Tyrrell",37177,6008
2028,"Union",37179,560956
2028,"Vance",37181,82672
2028,"Wake",37183,2629610
2028,"Warren",37185,37914
2028,"Washington",37187,19234
2028,"Watauga",37189,112054
2028,"Wayne",37191,234314
2028,"Wilkes",37193,130278
2028,"Wilson",37195,151746
2028,"Yadkin",37197,74014
2028,"Yancey",37199,36718
2029,"Alamance",37001,381546
2029,"Alexander",37003,73440
2029,"Alleghany",37005,22428
2029,"Anson",37007,42404
2029,"Ashe",37009,53426
2029,"Avery",37011,35904
2029,"Beaufort",37013,86638
2029,"Bertie",37015,31134
2029,"Bladen",37017,57446
2029,"Brunswick",37019,372788
2029,"Buncombe",37021,589400
2029,"Burke",37023,175572
2029,"Cabarrus",37025,538842
2029,"Caldwell",37027,162494
2029,"Camden",37029,24272
2029,"Carteret",37031,143682
2029,"Caswell",37033,43336
2029,"Catawba",37035,340332
2029,"Chatham",37037,175944
2029,"Cherokee",37039,61310
2029,"Chowan",37041,27466
2029,"Clay",37043,24542
2029,"Cleveland",37045,211206
2029,"Columbus",37047,96882
2029,"Craven",37049,204980
2029,"Cumberland",37051,698486
2029,"Currituck",37053,80062
2029,"Dare",37055,82258
2029,"Davidson",37057,365288
2029,"Davie",37059,94054
2029,"Duplin",37061,97568
2029,"Durham",37063,729830
2029,"Edgecombe",37065,87274
2029,"Forsyth",37067,812070
2029,"Franklin",37069,179316
2029,"Gaston",37071,503392
2029,"Gates",37073,20120
2029,"Graham",37075,16206
2029,"Granville",37077,134290
2029,"Greene",37079,40240
2029,"Guilford",37081,1143656
2029,"Halifax",37083,89604
2029,"Harnett",37085,313316
2029,"Haywood",37087,131298
2029,"Henderson",37089,249392
2029,"Hertford",37091,37018
2029,"Hoke",37093,125612
2029,"Hyde",37095,8342
2029,"Iredell",37097,454218
2029,"Jackson",37099,90968
2029,"Johnston",37101,554748
2029,"Jones",37103,18384
2029,"Lee",37105,140372
2029,"Lenoir",37107,105268
2029,"Lincoln",37109,200092
2029,"Macon",37113,79558
2029,"Madison",37115,44102
2029,"Martin",37117,40356
2029,"McDowell",37111,89548
2029,"Mecklenburg",37119,2565330
2029,"Mitchell",37121,29242
2029,"Montgomery",37123,51472
2029,"Moore",37125,242528
2029,"Nash",37127,190736
2029,"New Hanover",37129,512440
2029,"Northampton",37131,31794
2029,"Onslow",37133,453096
2029,"Orange",37135,319658
2029,"Pamlico",37137,24106
2029,"Pasquotank",37139,82582
2029,"Pender",37141,147730
2029,"Perquimans",37143,28062
2029,"Person",37145,80204
2029,"Pitt",37147,353588
2029,"Polk",37149,39264
2029,"Randolph",37151,301036
2029,"Richmond",37153,81974
2029,"Robeson",37155,238274
2029,"Rockingham",37157,184082
2029,"Rowan",37159,309648
2029,"Rutherford",37161,130762
2029,"Sampson",37163,117742
2029,"Scotland",37165,64442
2029,"Stanly",37167,128192
2029,"State",37000,23012652
2029,"Stokes",37169,91382
2029,"Surry",37171,142018
2029,"Swain",37173,29230
2029,"Transylvania",37175,69182
2029,"Tyrrell",37177,5944
2029,"Union",37179,573066
2029,"Vance",37181,82594
2029,"Wake",37183,2681382
2029,"Warren",37185,37932
2029,"Washington",37187,18944
2029,"Watauga",37189,112636
2029,"Wayne",37191,234248
2029,"Wilkes",37193,130110
2029,"Wilson",37195,151580
2029,"Yadkin",37197,74012
2029,"Yancey",37199,36688
2030,"Alamance",37001,385344
2030,"Alexander",37003,73444
2030,"Alleghany",37005,22444
2030,"Anson",37007,42370
2030,"Ashe",37009,53438
2030,"Avery",37011,35904
2030,"Beaufort",37013,86330
2030,"Bertie",37015,30772
2030,"Bladen",37017,57416
2030,"Brunswick",37019,380602
2030,"Buncombe",37021,595216
2030,"Burke",37023,175508
2030,"Cabarrus",37025,548046
2030,"Caldwell",37027,162500
2030,"Camden",37029,24504
2030,"Carteret",37031,144500
2030,"Caswell",37033,43144
2030,"Catawba",37035,342442
2030,"Chatham",37037,178334
2030,"Cherokee",37039,61734
2030,"Chowan",37041,27470
2030,"Clay",37043,24778
2030,"Cleveland",37045,211758
2030,"Columbus",37047,96418
2030,"Craven",37049,205036
2030,"Cumberland",37051,698900
2030,"Currituck",37053,82670
2030,"Dare",37055,83166
2030,"Davidson",37057,368212
2030,"Davie",37059,94990
2030,"Duplin",37061,97578
2030,"Durham",37063,739072
2030,"Edgecombe",37065,86110
2030,"Forsyth",37067,818592
2030,"Franklin",37069,183970
2030,"Gaston",37071,507462
2030,"Gates",37073,20094
2030,"Graham",37075,16210
2030,"Granville",37077,135746
2030,"Greene",37079,40240
2030,"Guilford",37081,1153394
2030,"Halifax",37083,88750
2030,"Harnett",37085,317598
2030,"Haywood",37087,132088
2030,"Henderson",37089,251890
2030,"Hertford",37091,36732
2030,"Hoke",37093,127610
2030,"Hyde",37095,8240
2030,"Iredell",37097,463056
2030,"Jackson",37099,91686
2030,"Johnston",37101,564668
2030,"Jones",37103,18382
2030,"Lee",37105,141850
2030,"Lenoir",37107,104714
2030,"Lincoln",37109,202454
2030,"Macon",37113,80162
2030,"Madison",37115,44252
2030,"Martin",37117,39990
2030,"McDowell",37111,89548
2030,"Mecklenburg",37119,2606246
2030,"Mitchell",37121,29160
2030,"Montgomery",37123,51474
2030,"Moore",37125,247226
2030,"Nash",37127,190722
2030,"New Hanover",37129,518430
2030,"Northampton",37131,31478
2030,"Onslow",37133,457918
2030,"Orange",37135,322544
2030,"Pamlico",37137,24032
2030,"Pasquotank",37139,82648
2030,"Pender",37141,149772
2030,"Perquimans",37143,28128
2030,"Person",37145,80312
2030,"Pitt",37147,356524
2030,"Polk",37149,39274
2030,"Randolph",37151,302384
2030,"Richmond",37153,81588
2030,"Robeson",37155,238670
2030,"Rockingham",37157,184080
2030,"Rowan",37159,311580
2030,"Rutherford",37161,131104
2030,"Sampson",37163,117724
2030,"Scotland",37165,64186
2030,"Stanly",37167,128592
2030,"State",37000,23251432
2030,"Stokes",37169,91452
2030,"Surry",37171,141928
2030,"Swain",37173,29298
2030,"Transylvania",37175,69510
2030,"Tyrrell",37177,5884
2030,"Union",37179,585316
2030,"Vance",37181,82532
2030,"Wake",37183,2733214
2030,"Warren",37185,37948
2030,"Washington",37187,18664
2030,"Watauga",37189,114036
2030,"Wayne",37191,234196
2030,"Wilkes",37193,129950
2030,"Wilson",37195,151520
2030,"Yadkin",37197,74004
2030,"Yancey",37199,36656
2031,"Alamance",37001,389142
2031,"Alexander",37003,73448
2031,"Alleghany",37005,22472
2031,"Anson",37007,42334
2031,"Ashe",37009,53446
2031,"Avery",37011,35902
2031,"Beaufort",37013,86022
2031,"Bertie",37015,30410
2031,"Bladen",37017,57404
2031,"Brunswick",37019,388254
2031,"Buncombe",37021,601024
2031,"Burke",37023,175508
2031,"Cabarrus",37025,557490
2031,"Caldwell",37027,162508
2031,"Camden",37029,24716
2031,"Carteret",37031,145316
2031,"Caswell",37033,42950
2031,"Catawba",37035,344552
2031,"Chatham",37037,180906
2031,"Cherokee",37039,62158
2031,"Chowan",37041,27472
2031,"Clay",37043,25018
2031,"Cleveland",37045,212226
2031,"Columbus",37047,95952
2031,"Craven",37049,205076
2031,"Cumberland",37051,699206
2031,"Currituck",37053,85274
2031,"Dare",37055,84080
2031,"Davidson",37057,371136
2031,"Davie",37059,95926
2031,"Duplin",37061,97586
2031,"Durham",37063,748308
2031,"Edgecombe",37065,84948
2031,"Forsyth",37067,825198
2031,"Franklin",37069,188626
2031,"Gaston",37071,511500
2031,"Gates",37073,20072
2031,"Graham",37075,16220
2031,"Granville",37077,137202
2031,"Greene",37079,40240
2031,"Guilford",37081,1163316
2031,"Halifax",37083,87898
2031,"Harnett",37085,322246
2031,"Haywood",37087,132876
2031,"Henderson",37089,254420
2031,"Hertford",37091,36446
2031,"Hoke",37093,129592
2031,"Hyde",37095,8134
2031,"Iredell",37097,471896
2031,"Jackson",37099,92404
2031,"Johnston",37101,574536
2031,"Jones",37103,18384
2031,"Lee",37105,143332
2031,"Lenoir",37107,104160
2031,"Lincoln",37109,205130
2031,"Macon",37113,80774
2031,"Madison",37115,44408
2031,"Martin",37117,39612
2031,"McDowell",37111,89550
2031,"Mecklenburg",37119,2646320
2031,"Mitchell",37121,29088
2031,"Montgomery",37123,51474
2031,"Moore",37125,251920
2031,"Nash",37127,190718
2031,"New Hanover",37129,524428
2031,"Northampton",37131,31154
2031,"Onslow",37133,462742
2031,"Orange",37135,325418
2031,"Pamlico",37137,23962
2031,"Pasquotank",37139,82702
2031,"Pender",37141,151818
2031,"Perquimans",37143,28172
2031,"Person",37145,80400
2031,"Pitt",37147,359696
2031,"Polk",37149,39278
2031,"Randolph",37151,303736
2031,"Richmond",37153,81208
2031,"Robeson",37155,239030
2031,"Rockingham",37157,184078
2031,"Rowan",37159,313484
2031,"Rutherford",37161,131444
2031,"Sampson",37163,117708
2031,"Scotland",37165,63932
2031,"Stanly",37167,128992
2031,"State",37000,23489670
2031,"Stokes",37169,91508
2031,"Surry",37171,141834
2031,"Swain",37173,29364
2031,"Transylvania",37175,69838
2031,"Tyrrell",37177,5824
2031,"Union",37179,597680
2031,"Vance",37181,82488
2031,"Wake",37183,2785076
2031,"Warren",37185,37966
2031,"Washington",37187,18398
2031,"Watauga",37189,114326
2031,"Wayne",37191,234148
2031,"Wilkes",37193,129804
2031,"Wilson",37195,151552
2031,"Yadkin",37197,74000
2031,"Yancey",37199,36620
2032,"Alamance",37001,392942
2032,"Alexander",37003,73452
2032,"Alleghany",37005,22494
2032,"Anson",37007,42310
2032,"Ashe",37009,53460
2032,"Avery",37011,35900
2032,"Beaufort",37013,85718
2032,"Bertie",37015,30042
2032,"Bladen",37017,57404
2032,"Brunswick",37019,395662
2032,"Buncombe",37021,606838
2032,"Burke",37023,175490
2032,"Cabarrus",37025,567180
2032,"Caldwell",37027,162508
2032,"Camden",37029,24908
2032,"Carteret",37031,146132
2032,"Caswell",37033,42762
2032,"Catawba",37035,346662
2032,"Chatham",37037,183660
2032,"Cherokee",37039,62586
2032,"Chowan",37041,27474
2032,"Clay",37043,25252
2032,"Cleveland",37045,212634
2032,"Columbus",37047,95484
2032,"Craven",37049,205118
2032,"Cumberland",37051,699436
2032,"Currituck",37053,87880
2032,"Dare",37055,84988
2032,"Davidson",37057,374060
2032,"Davie",37059,96858
2032,"Duplin",37061,97592
2032,"Durham",37063,757550
2032,"Edgecombe",37065,83784
2032,"Forsyth",37067,831862
2032,"Franklin",37069,193280
2032,"Gaston",37071,515438
2032,"Gates",37073,20058
2032,"Graham",37075,16222
2032,"Granville",37077,138656
2032,"Greene",37079,40242
2032,"Guilford",37081,1173368
2032,"Halifax",37083,87042
2032,"Harnett",37085,326786
2032,"Haywood",37087,133664
2032,"Henderson",37089,256962
2032,"Hertford",37091,36162
2032,"Hoke",37093,131566
2032,"Hyde",37095,8028
2032,"Iredell",37097,480736
2032,"Jackson",37099,93120
2032,"Johnston",37101,584384
2032,"Jones",37103,18382
2032,"Lee",37105,144806
2032,"Lenoir",37107,103604
2032,"Lincoln",37109,207736
2032,"Macon",37113,81376
2032,"Madison",37115,44558
2032,"Martin",37117,39244
2032,"McDowell",37111,89548
2032,"Mecklenburg",37119,2685650
2032,"Mitchell",37121,29010
2032,"Montgomery",37123,51472
2032,"Moore",37125,256608
2032,"Nash",37127,190710
2032,"New Hanover",37129,530418
2032,"Northampton",37131,30836
2032,"Onslow",37133,467566
2032,"Orange",37135,328284
2032,"Pamlico",37137,23892
2032,"Pasquotank",37139,82746
2032,"Pender",37141,153866
2032,"Perquimans",37143,28210
2032,"Person",37145,80488
2032,"Pitt",37147,363078
2032,"Polk",37149,39284
2032,"Randolph",37151,305086
2032,"Richmond",37153,80822
2032,"Robeson",37155,239350
2032,"Rockingham",37157,184084
2032,"Rowan",37159,315204
2032,"Rutherford",37161,131782
2032,"Sampson",37163,117698
2032,"Scotland",37165,63676
2032,"Stanly",37167,129398
2032,"State",37000,23728116
2032,"Stokes",37169,91556
2032,"Surry",37171,141742
2032,"Swain",37173,29432
2032,"Transylvania",37175,70166
2032,"Tyrrell",37177,5768
2032,"Union",37179,610134
2032,"Vance",37181,82454
2032,"Wake",37183,2836944
2032,"Warren",37185,37976
2032,"Washington",37187,18142
2032,"Watauga",37189,115512
2032,"Wayne",37191,234110
2032,"Wilkes",37193,129662
2032,"Wilson",37195,151664
2032,"Yadkin",37197,73994
2032,"Yancey",37199,36592
2033,"Alamance",37001,396742
2033,"Alexander",37003,73452
2033,"Alleghany",37005,22518
2033,"Anson",37007,42286
2033,"Ashe",37009,53470
2033,"Avery",37011,35902
2033,"Beaufort",37013,85412
2033,"Bertie",37015,29682
2033,"Bladen",37017,57416
2033,"Brunswick",37019,402978
2033,"Buncombe",37021,612650
2033,"Burke",37023,175444
2033,"Cabarrus",37025,576992
2033,"Caldwell",37027,162512
2033,"Camden",37029,25082
2033,"Carteret",37031,146946
2033,"Caswell",37033,42576
2033,"Catawba",37035,348770
2033,"Chatham",37037,186486
2033,"Cherokee",37039,63002
2033,"Chowan",37041,27480
2033,"Clay",37043,25492
2033,"Cleveland",37045,212976
2033,"Columbus",37047,95020
2033,"Craven",37049,205146
2033,"Cumberland",37051,699608
2033,"Currituck",37053,90490
2033,"Dare",37055,85900
2033,"Davidson",37057,376978
2033,"Davie",37059,97798
2033,"Duplin",37061,97598
2033,"Durham",37063,766790
2033,"Edgecombe",37065,82624
2033,"Forsyth",37067,838578
2033,"Franklin",37069,197936
2033,"Gaston",37071,519292
2033,"Gates",37073,20042
2033,"Graham",37075,16224
2033,"Granville",37077,140116
2033,"Greene",37079,40240
2033,"Guilford",37081,1183530
2033,"Halifax",37083,86192
2033,"Harnett",37085,331484
2033,"Haywood",37087,134452
2033,"Henderson",37089,259526
2033,"Hertford",37091,35874
2033,"Hoke",37093,133538
2033,"Hyde",37095,7930
2033,"Iredell",37097,489574
2033,"Jackson",37099,93836
2033,"Johnston",37101,594220
2033,"Jones",37103,18384
2033,"Lee",37105,146288
2033,"Lenoir",37107,103050
2033,"Lincoln",37109,210470
2033,"Macon",37113,81984
2033,"Madison",37115,44708
2033,"Martin",37117,38874
2033,"McDowell",37111,89546
2033,"Mecklenburg",37119,2724876
2033,"Mitchell",37121,28936
2033,"Montgomery",37123,51470
2033,"Moore",37125,261290
2033,"Nash",37127,190706
2033,"New Hanover",37129,536414
2033,"Northampton",37131,30520
2033,"Onslow",37133,472388
2033,"Orange",37135,331148
2033,"Pamlico",37137,23820
2033,"Pasquotank",37139,82784
2033,"Pender",37141,155908
2033,"Perquimans",37143,28236
2033,"Person",37145,80570
2033,"Pitt",37147,366630
2033,"Polk",37149,39292
2033,"Randolph",37151,306434
2033,"Richmond",37153,80438
2033,"Robeson",37155,239636
2033,"Rockingham",37157,184084
2033,"Rowan",37159,316778
2033,"Rutherford",37161,132122
2033,"Sampson",37163,117684
2033,"Scotland",37165,63422
2033,"Stanly",37167,129794
2033,"State",37000,23965906
2033,"Stokes",37169,91582
2033,"Surry",37171,141652
2033,"Swain",37173,29494
2033,"Transylvania",37175,70492
2033,"Tyrrell",37177,5712
2033,"Union",37179,622654
2033,"Vance",37181,82428
2033,"Wake",37183,2888822
2033,"Warren",37185,37990
2033,"Washington",37187,17896
2033,"Watauga",37189,115684
2033,"Wayne",37191,234080
2033,"Wilkes",37193,129538
2033,"Wilson",37195,151850
2033,"Yadkin",37197,73988
2033,"Yancey",37199,36558
2034,"Alamance",37001,400538
2034,"Alexander",37003,73458
2034,"Alleghany",37005,22538
2034,"Anson",37007,42268
2034,"Ashe",37009,53486
2034,"Avery",37011,35904
2034,"Beaufort",37013,85102
2034,"Bertie",37015,29318
2034,"Bladen",37017,57430
2034,"Brunswick",37019,410140
2034,"Buncombe",37021,618462
2034,"Burke",37023,175406
2034,"Cabarrus",37025,586764
2034,"Caldwell",37027,162514
2034,"Camden",37029,25240
2034,"Carteret",37031,147754
2034,"Caswell",37033,42386
2034,"Catawba",37035,350878
2034,"Chatham",37037,189262
2034,"Cherokee",37039,63426
2034,"Chowan",37041,27484
2034,"Clay",37043,25732
2034,"Cleveland",37045,213274
2034,"Columbus",37047,94550
2034,"Craven",37049,205172
2034,"Cumberland",37051,699734
2034,"Currituck",37053,93096
2034,"Dare",37055,86812
2034,"Davidson",37057,379902
2034,"Davie",37059,98726
2034,"Duplin",37061,97604
2034,"Durham",37063,776028
2034,"Edgecombe",37065,81460
2034,"Forsyth",37067,845330
2034,"Franklin",37069,202586
2034,"Gaston",37071,523108
2034,"Gates",37073,20032
2034,"Graham",37075,16228
2034,"Granville",37077,141570
2034,"Greene",37079,40236
2034,"Guilford",37081,1193762
2034,"Halifax",37083,85338
2034,"Harnett",37085,336052
2034,"Haywood",37087,135238
2034,"Henderson",37089,262100
2034,"Hertford",37091,35592
2034,"Hoke",37093,135504
2034,"Hyde",37095,7828
2034,"Iredell",37097,498414
2034,"Jackson",37099,94556
2034,"Johnston",37101,604050
2034,"Jones",37103,18384
2034,"Lee",37105,147764
2034,"Lenoir",37107,102498
2034,"Lincoln",37109,213090
2034,"Macon",37113,82592
2034,"Madison",37115,44860
2034,"Martin",37117,38502
2034,"McDowell",37111,89546
2034,"Mecklenburg",37119,2764384
2034,"Mitchell",37121,28862
2034,"Montgomery",37123,51472
2034,"Moore",37125,265972
2034,"Nash",37127,190698
2034,"New Hanover",37129,542404
2034,"Northampton",37131,30198
2034,"Onslow",37133,477214
2034,"Orange",37135,334006
2034,"Pamlico",37137,23750
2034,"Pasquotank",37139,82814
2034,"Pender",37141,157954
2034,"Perquimans",37143,28262
2034,"Person",37145,80642
2034,"Pitt",37147,370334
2034,"Polk",37149,39296
2034,"Randolph",37151,307782
2034,"Richmond",37153,80052
2034,"Robeson",37155,239896
2034,"Rockingham",37157,184082
2034,"Rowan",37159,318284
2034,"Rutherford",37161,132460
2034,"Sampson",37163,117678
2034,"Scotland",37165,63168
2034,"Stanly",37167,130200
2034,"State",37000,24204632
2034,"Stokes",37169,91616
2034,"Surry",37171,141564
2034,"Swain",37173,29562
2034,"Transylvania",37175,70820
2034,"Tyrrell",37177,5656
2034,"Union",37179,635232
2034,"Vance",37181,82410
2034,"Wake",37183,2940700
2034,"Warren",37185,38002
2034,"Washington",37187,17660
2034,"Watauga",37189,116850
2034,"Wayne",37191,234052
2034,"Wilkes",37193,129426
2034,"Wilson",37195,152098
2034,"Yadkin",37197,73988
2034,"Yancey",37199,36524
2035,"Alamance",37001,404344
2035,"Alexander",37003,73460
2035,"Alleghany",37005,22564
2035,"Anson",37007,42252
2035,"Ashe",37009,53498
2035,"Avery",37011,35902
2035,"Beaufort",37013,84794
2035,"Bertie",37015,28958
2035,"Bladen",37017,57462
2035,"Brunswick",37019,417246
2035,"Buncombe",37021,624272
2035,"Burke",37023,175374
2035,"Cabarrus",37025,596380
2035,"Caldwell",37027,162516
2035,"Camden",37029,25384
2035,"Carteret",37031,148572
2035,"Caswell",37033,42190
2035,"Catawba",37035,352984
2035,"Chatham",37037,191916
2035,"Cherokee",37039,63850
2035,"Chowan",37041,27488
2035,"Clay",37043,25970
2035,"Cleveland",37045,213534
2035,"Columbus",37047,94084
2035,"Craven",37049,205190
2035,"Cumberland",37051,699830
2035,"Currituck",37053,95702
2035,"Dare",37055,87722
2035,"Davidson",37057,382826
2035,"Davie",37059,99662
2035,"Duplin",37061,97610
2035,"Durham",37063,785264
2035,"Edgecombe",37065,80296
2035,"Forsyth",37067,852112
2035,"Franklin",37069,207244
2035,"Gaston",37071,526920
2035,"Gates",37073,20024
2035,"Graham",37075,16234
2035,"Granville",37077,143028
2035,"Greene",37079,40238
2035,"Guilford",37081,1204060
2035,"Halifax",37083,84486
2035,"Harnett",37085,340682
2035,"Haywood",37087,136028
2035,"Henderson",37089,264676
2035,"Hertford",37091,35306
2035,"Hoke",37093,137466
2035,"Hyde",37095,7728
2035,"Iredell",37097,507254
2035,"Jackson",37099,95274
2035,"Johnston",37101,613874
2035,"Jones",37103,18386
2035,"Lee",37105,149242
2035,"Lenoir",37107,101940
2035,"Lincoln",37109,215732
2035,"Macon",37113,83202
2035,"Madison",37115,45014
2035,"Martin",37117,38134
2035,"McDowell",37111,89550
2035,"Mecklenburg",37119,2804146
2035,"Mitchell",37121,28788
2035,"Montgomery",37123,51472
2035,"Moore",37125,270642
2035,"Nash",37127,190696
2035,"New Hanover",37129,548398
2035,"Northampton",37131,29882
2035,"Onslow",37133,482038
2035,"Orange",37135,336856
2035,"Pamlico",37137,23676
2035,"Pasquotank",37139,82844
2035,"Pender",37141,160004
2035,"Perquimans",37143,28280
2035,"Person",37145,80712
2035,"Pitt",37147,374162
2035,"Polk",37149,39304
2035,"Randolph",37151,309132
2035,"Richmond",37153,79666
2035,"Robeson",37155,240130
2035,"Rockingham",37157,184082
2035,"Rowan",37159,319838
2035,"Rutherford",37161,132792
2035,"Sampson",37163,117672
2035,"Scotland",37165,62912
2035,"Stanly",37167,130604
2035,"State",37000,24442698
2035,"Stokes",37169,91636
2035,"Surry",37171,141472
2035,"Swain",37173,29626
2035,"Transylvania",37175,71148
2035,"Tyrrell",37177,5598
2035,"Union",37179,647840
2035,"Vance",37181,82392
2035,"Wake",37183,2992584
2035,"Warren",37185,38014
2035,"Washington",37187,17432
2035,"Watauga",37189,117064
2035,"Wayne",37191,234030
2035,"Wilkes",37193,129324
2035,"Wilson",37195,152402
2035,"Yadkin",37197,73986
2035,"Yancey",37199,36492
2036,"Alamance",37001,408140
2036,"Alexander",37003,73466
2036,"Alleghany",37005,22586
2036,"Anson",37007,42238
2036,"Ashe",37009,53508
2036,"Avery",37011,35902
2036,"Beaufort",37013,84486
2036,"Bertie",37015,28594
2036,"Bladen",37017,57498
2036,"Brunswick",37019,424270
2036,"Buncombe",37021,630086
2036,"Burke",37023,175348
2036,"Cabarrus",37025,605818
2036,"Caldwell",37027,162516
2036,"Camden",37029,25510
2036,"Carteret",37031,149386
2036,"Caswell",37033,42004
2036,"Catawba",37035,355094
2036,"Chatham",37037,194466
2036,"Cherokee",37039,64276
2036,"Chowan",37041,27490
2036,"Clay",37043,26208
2036,"Cleveland",37045,213752
2036,"Columbus",37047,93622
2036,"Craven",37049,205206
2036,"Cumberland",37051,699896
2036,"Currituck",37053,98310
2036,"Dare",37055,88638
2036,"Davidson",37057,385746
2036,"Davie",37059,100596
2036,"Duplin",37061,97612
2036,"Durham",37063,794506
2036,"Edgecombe",37065,79132
2036,"Forsyth",37067,858916
2036,"Franklin",37069,211896
2036,"Gaston",37071,530754
2036,"Gates",37073,20018
2036,"Graham",37075,16230
2036,"Granville",37077,144484
2036,"Greene",37079,40242
2036,"Guilford",37081,1214396
2036,"Halifax",37083,83630
2036,"Harnett",37085,345206
2036,"Haywood",37087,136818
2036,"Henderson",37089,267262
2036,"Hertford",37091,35022
2036,"Hoke",37093,139424
2036,"Hyde",37095,7624
2036,"Iredell",37097,516092
2036,"Jackson",37099,95994
2036,"Johnston",37101,623696
2036,"Jones",37103,18386
2036,"Lee",37105,150724
2036,"Lenoir",37107,101386
2036,"Lincoln",37109,218266
2036,"Macon",37113,83808
2036,"Madison",37115,45164
2036,"Martin",37117,37760
2036,"McDowell",37111,89548
2036,"Mecklenburg",37119,2843940
2036,"Mitchell",37121,28710
2036,"Montgomery",37123,51472
2036,"Moore",37125,275314
2036,"Nash",37127,190690
2036,"New Hanover",37129,554390
2036,"Northampton",37131,29564
2036,"Onslow",37133,486860
2036,"Orange",37135,339700
2036,"Pamlico",37137,23608
2036,"Pasquotank",37139,82864
2036,"Pender",37141,162046
2036,"Perquimans",37143,28294
2036,"Person",37145,80774
2036,"Pitt",37147,378102
2036,"Polk",37149,39308
2036,"Randolph",37151,310482
2036,"Richmond",37153,79282
2036,"Robeson",37155,240340
2036,"Rockingham",37157,184080
2036,"Rowan",37159,321488
2036,"Rutherford",37161,133128
2036,"Sampson",37163,117672
2036,"Scotland",37165,62658
2036,"Stanly",37167,131008
2036,"State",37000,24681488
2036,"Stokes",37169,91656
2036,"Surry",37171,141378
2036,"Swain",37173,29692
2036,"Transylvania",37175,71472
2036,"Tyrrell",37177,5538
2036,"Union",37179,660486
2036,"Vance",37181,82382
2036,"Wake",37183,3044462
